store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,store_type,other_fields,coming_soon
Tampa,172081,704 South Village Circle,,Tampa,FL,33606,United States,8132544100,27.9365523,-82.4751837,"monday 10:00 AM-8:00 PM, tuesday 10:00 AM-8:00 PM, wednesday 10:00 AM-8:00 PM, thursday 10:00 AM-8:00 PM, friday 10:00 AM-8:00 PM, saturday 10:00 AM-8:00 PM, sunday 12:00 PM-5:00 PM",,,
Winter Park,172101,102 N. Park Avenue,,Winter Park,FL,32789,United States,4076280300,28.5979091,-81.35086179999999,"monday 10:00 AM-6:00 PM, tuesday 10:00 AM-6:00 PM, wednesday 10:00 AM-6:00 PM, thursday 10:00 AM-7:00 PM, friday 10:00 AM-7:00 PM, saturday 10:00 AM-7:00 PM, sunday 12:00 PM-6:00 PM",,,
Sarasota,172124,1500 Main Street,,Sarasota,FL,34236,United States,9413650020,27.3362937,-82.54044619999999,"monday 10:00 AM-7:00 PM, tuesday 10:00 AM-7:00 PM, wednesday 10:00 AM-7:00 PM, thursday 10:00 AM-7:00 PM, friday 10:00 AM-7:00 PM, saturday 10:00 AM-7:00 PM, sunday 11:00 AM-6:00 PM",,,
Inside Macy's Town Center at Boca Raton,172510,5700 Glades Road,,Boca Raton,FL,33431,United States,5613934444,26.3660599,-80.13177100000001,"monday 10:00 AM-9:00 PM, tuesday 10:00 AM-9:00 PM, wednesday 10:00 AM-9:30 PM, thursday 10:00 AM-9:30 PM, friday 10:00 AM-9:30 PM, saturday 10:00 AM-9:30 PM, sunday 11:00 AM-7:00 PM",,,
Inside Macy's The Gardens,172518,3107 PGA Boulevard,,Palm Beach,FL,33410,United States,5617752222,26.8450512,-80.08418429999999,"monday 10:00 AM-9:00 PM, tuesday 10:00 AM-9:00 PM, wednesday 10:00 AM-9:00 PM, thursday 10:00 AM-9:00 PM, friday 10:00 AM-9:30 PM, saturday 10:00 AM-9:30 PM, sunday 12:00 PM-7:00 PM",,,
Inside Macy's University Town Center,172524,110 University Town Center 828,,Sarasota,FL,34243,United States,9412327370,27.3865274,-82.45307489999999,"monday 10:00 AM-9:00 PM, tuesday 10:00 AM-9:00 PM, wednesday 10:00 AM-9:00 PM, thursday 10:00 AM-9:00 PM, friday 10:00 AM-9:00 PM, saturday 10:00 AM-9:00 PM, sunday 11:00 AM-6:00 PM",,,
Sawgrass Village,172129,310 Front Street, Suite 860,Ponte Vedra Beach,FL,32082,United States,9042802115,30.2051388,-81.3818939,"monday 10:00 AM-7:00 PM, tuesday 10:00 AM-7:00 PM, wednesday 10:00 AM-7:00 PM, thursday 10:00 AM-7:00 PM, friday 10:00 AM-7:00 PM, saturday 10:00 AM-7:00 PM, sunday 12:00 PM-6:00 PM",,,
Fort Lauderdale,172148,1010 Las Olas Boulevard,,Fort Lauderdale,FL,33301,United States,,26.1192492,-80.1329463,,,,
Lincoln Road,172150,1109 Lincoln Road,,Miami Beach,FL,33139,United States,,25.7901221,-80.140678,,,,
Lincoln Park,172011,2208 North Halsted,,Chicago,IL,60614,United States,7733276900,41.922139,-87.648985,"monday 10:00 AM-7:00 PM, tuesday 10:00 AM-7:00 PM, wednesday 10:00 AM-7:00 PM, thursday 10:00 AM-7:00 PM, friday 10:00 AM-7:00 PM, saturday 10:00 AM-7:00 PM, sunday 11:00 AM-6:00 PM",,,
Hinsdale,172012,21 East First Street,,Hinsdale,IL,60521,United States,6304551400,41.8018233,-87.92831,"monday 10:00 AM-6:00 PM, tuesday 10:00 AM-6:00 PM, wednesday 10:00 AM-6:00 PM, thursday 10:00 AM-6:00 PM, friday 10:00 AM-6:00 PM, saturday 10:00 AM-6:00 PM, sunday 11:00 AM-5:00 PM",,,
Lake Forest,172030,680 N. Bank Lane,,Lake Forest,IL,60045,United States,8476153000,42.2520908,-87.8412357,"monday 10:00 AM-6:00 PM, tuesday 10:00 AM-6:00 PM, wednesday 10:00 AM-6:00 PM, thursday 10:00 AM-6:00 PM, friday 10:00 AM-6:00 PM, saturday 10:00 AM-6:00 PM, sunday 11:00 AM-6:00 PM",,,
Southport,172042,3512 N. Southport Avenue,,Chicago,IL,60657,United States,7738681300,41.9456861,-87.6643457,"monday 10:00 AM-7:00 PM, tuesday 10:00 AM-7:00 PM, wednesday 10:00 AM-7:00 PM, thursday 10:00 AM-7:00 PM, friday 10:00 AM-7:00 PM, saturday 10:00 AM-7:00 PM, sunday 11:00 AM-6:00 PM",,,
Highland Park,172053,638 Central Avenue,,Highland Park,IL,60035,United States,8474327200,42.1848074,-87.8008661,"monday 10:00 AM-7:00 PM, tuesday 10:00 AM-7:00 PM, wednesday 10:00 AM-7:00 PM, thursday 10:00 AM-7:00 PM, friday 10:00 AM-7:00 PM, saturday 10:00 AM-7:00 PM, sunday 11:00 AM-6:00 PM",,,
Inside Macy's Oakbrook,172505,1 Oakbrook Center,,Oak Brook,IL,60523,United States,6306842460,41.8486052,-87.9542446,"monday 10:00 AM-9:00 PM, tuesday 10:00 AM-9:00 PM, wednesday 10:00 AM-9:00 PM, thursday 10:00 AM-9:00 PM, friday 10:00 AM-9:00 PM, saturday 10:00 AM-9:00 PM, sunday 11:00 AM-7:00 PM",,,
River North,172132,356 North Clark Street,,Chicago,IL,60654,United States,3125959599,41.8890282,-87.63129939999999,"monday 10:00 AM-7:00 PM, tuesday 10:00 AM-7:00 PM, wednesday 10:00 AM-7:00 PM, thursday 10:00 AM-7:00 PM, friday 10:00 AM-7:00 PM, saturday 10:00 AM-7:00 PM, sunday 11:00 AM-6:00 PM",,,
Leawood,172131,4549 W 119th Street,,Leawood,KS,66209,United States,9134515600,38.9128298,-94.63765130000002,"monday 10:00 AM-9:00 PM, tuesday 10:00 AM-9:00 PM, wednesday 10:00 AM-9:00 PM, thursday 10:00 AM-9:00 PM, friday 10:00 AM-9:00 PM, saturday 10:00 AM-9:00 PM, sunday 12:00 PM-5:00 PM",,,
Bethesda Row,172022,7105 Bethesda Lane,,Bethesda,MD,20814,United States,3019860070,38.98153,-77.0977935,"monday 10:00 AM-8:00 PM, tuesday 10:00 AM-8:00 PM, wednesday 10:00 AM-8:00 PM, thursday 10:00 AM-8:00 PM, friday 10:00 AM-8:00 PM, saturday 10:00 AM-8:00 PM, sunday 11:00 AM-6:00 PM",,,
Wildwood,172041,10231B Old Georgetown Road,,Bethesda,MD,20814,United States,3018970006,39.0239429,-77.12350459999999,"monday 10:00 AM-6:00 PM, tuesday 10:00 AM-6:00 PM, wednesday 10:00 AM-6:00 PM, thursday 10:00 AM-7:00 PM, friday 10:00 AM-7:00 PM, saturday 10:00 AM-6:00 PM, sunday 11:00 AM-5:00 PM",,,
